,userid,itemid
120455,8141,15548
120456,8141,1650
120457,8141,11447
120458,8141,14503
120459,8141,10210
120460,8141,22539
120461,8141,5526
120462,8141,5874
120463,8141,24162
120464,8141,19786
120465,8141,2588
120466,8141,23875
120467,8141,32064
120468,8141,11034
120469,8141,5413
120470,8141,94
120471,8141,30835
120472,8141,24121
120473,8141,33248
120474,8141,28069
120475,8141,9255
120476,8141,29470
120477,8141,19741
120478,8141,6992
120479,8141,31032
120480,8141,20781
120481,8141,13106
120482,8141,1405
120483,8141,20606
120484,8141,18707
120485,8141,19920
120486,8141,12058
120487,8141,25217
120488,8141,34053
120489,8141,20570
120490,8141,1604
120491,8141,28271
120492,8141,24840
120493,8141,34683
120494,8141,33493
120495,8141,19509
120496,8141,32427
120497,8141,33792
120498,8141,4292
120499,8141,29717
120500,8141,10369
120501,8141,17577
120502,8141,21865
120503,8141,29042
120504,8141,9985
120505,8141,8198
120506,8141,26788
120507,8141,13081
120508,8141,30443
120509,8141,36650
120510,8141,13810
120511,8141,35007
120512,8141,189
120513,8141,13006
120514,8141,10946
120515,8141,9208
120516,8141,10956
120517,8141,28181
120518,8141,2362
120519,8141,8434
120520,8141,36026
120521,8141,25186
120522,8141,11811
120523,8141,29061
120524,8141,20439
120525,8141,17696
120526,8141,16693
120527,8141,5008
120528,8141,29927
120529,8141,3043
120530,8141,24991
120531,8141,3154
120532,8141,27338
120533,8141,12256
120534,8141,18385
120535,8141,25196
120536,8141,24701
120537,8141,28548
120538,8141,8789
120539,8141,37750
120540,8141,1159
120541,8141,17976
120542,8141,7111
120543,8141,250
120544,8141,26067
120545,8141,31305
120546,8141,20659
120547,8141,28734
120548,8141,29632
120549,8141,37561
120550,8141,20729
120551,8141,26963
120552,8141,11236
120553,8141,32557
120554,8141,15268
120555,8141,6721
120556,8141,27450
120557,8141,19937
120558,8141,38034
120559,8141,7324
120560,8141,35422
120561,8141,27555
120562,8141,6186
120563,8141,18212
120564,8141,19803
120565,8141,15167
120566,8141,23528
120567,8141,20520
120568,8141,35716
120569,8141,35973
120570,8141,1555
120571,8141,22076
120572,8141,30549
120573,8141,30520
120574,8141,28970
120575,8141,10891
120576,8141,11196
120577,8141,24764
120578,8141,19049
120579,8141,23344
120580,8141,19503
120581,8141,35213
120582,8141,25947
120583,8141,4226
120584,8141,24535
120585,8636,35927
120586,8636,33411
120587,8636,5429
120588,8636,30358
120589,8636,24426
120590,8636,33005
120591,8636,15582
120592,8636,25947
120593,8636,10052
120594,8636,10102
120595,8636,25264
120596,8636,3424
120597,8636,36912
120598,8636,19533
120599,8636,9804
120600,8636,32303
120601,8635,9691
120602,8635,20821
120603,8635,32568
120604,8635,36751
120605,8635,7791
120606,8635,3043
120607,8635,25670
120608,8635,9119
120609,8635,15906
120610,8635,30396
120611,8635,35320
120612,8635,24908
120613,8635,16188
120614,8635,22191
120615,8635,3329
120616,8635,13934
120617,8635,17894
120618,8635,29578
120619,8635,21157
120620,8635,17726
120621,8635,12066
120622,8635,25810
120623,8635,22088
120624,8635,24127
120625,8635,31944
120626,6997,5581
120627,6997,2442
120628,6997,28760
120629,6997,5636
120630,6997,14938
120631,6997,26168
120632,6997,35113
120633,8633,34467
120634,8633,15289
120635,8633,14561
120636,8632,30593
120637,8632,2624
120638,8632,21346
120639,8632,6881
120640,8632,14130
120641,8632,36423
120642,8632,29961
120643,8632,597
120644,8632,4543
120645,8632,24888
120646,8632,7035
120647,8632,34916
120648,8632,32973
120649,8632,7695
120650,8632,27979
120651,8632,10953
120652,6992,8480
120653,6992,35825
120654,6992,2191
120655,6992,6948
120656,6992,4756
120657,6992,11737
120658,6992,9821
120659,6992,17734
120660,6992,5353
120661,6992,31666
120662,6992,29253
120663,6992,30398
120664,6992,34177
120665,8630,2251
120666,8630,3831
120667,8630,20992
120668,8630,13836
120669,8630,34102
120670,8630,548
120671,8630,34730
120672,8630,35859
120673,8630,15011
120674,8630,34502
120675,8630,11573
120676,8630,34011
120677,8630,18723
120678,8630,35416
120679,9133,8470
120680,9133,16445
120681,9133,26590
120682,14318,14695
120683,14318,33999
120684,14318,19150
120685,14318,5212
120686,14318,21317
120687,5480,28084
120688,5480,17569
120689,5480,17487
120690,5480,3773
120691,2998,10072
120692,2998,9324
120693,2998,14984
120694,2998,22378
120695,2999,25931
120696,2999,10015
120697,2999,27847
120698,2999,25225
120699,2999,7174
120700,2999,21974
120701,2999,26895
120702,2999,6234
120703,2999,23804
120704,2999,8578
120705,2999,6007
120706,2999,22012
120707,2999,4799
120708,2999,9455
120709,2999,13211
120710,2999,27647
120711,2999,15712
120712,2999,31714
120713,2999,26554
120714,2999,18497
120715,2999,31581
120716,2999,5368
120717,2999,26651
120718,2999,28759
120719,14009,29932
120720,14009,21616
120721,14009,26313
120722,59,26313
120723,59,20022
120724,59,32460
120725,59,26608
120726,59,31835
120727,59,4486
120728,59,11324
120729,59,17573
120730,58,11350
120731,58,25982
120732,58,37126
120733,2990,33250
120734,2990,4774
120735,2991,579
120736,2991,16911
120737,2991,4255
120738,2991,5846
120739,2992,30518
120740,2992,6997
120741,2992,15891
120742,2992,32909
120743,2992,37000
120744,2992,12763
120745,2992,17675
120746,2992,14975
120747,2992,15019
120748,2992,8635
120749,2992,25064
120750,2993,31199
120751,2993,6137
120752,2993,30801
120753,2994,22313
120754,2994,36733
120755,2994,24365
120756,2994,6432
120757,2994,14969
120758,2994,23543
120759,2994,5011
120760,2994,17239
120761,2994,36006
120762,2994,15716
120763,2994,6013
120764,2994,9208
120765,2994,3231
120766,2995,37016
120767,2995,7661
120768,2995,5902
120769,2995,7957
120770,2995,14459
120771,2995,14592
120772,2995,27774
120773,2995,11808
120774,2995,26849
120775,2995,25827
120776,2995,37499
120777,2995,3733
120778,2995,7754
120779,2995,14239
120780,2995,36028
120781,2995,26839
120782,2995,23980
120783,2995,5796
120784,2995,324
120785,2995,28528
120786,2995,33669
120787,2995,17319
120788,2995,36901
120789,2995,9039
120790,2996,38162
120791,2996,36410
120792,2996,20836
120793,2996,4720
120794,52,10202
120795,52,17750
120796,52,18253
120797,52,131
120798,52,5580
120799,52,34105
120800,52,27116
120801,52,38198
120802,52,4200
120803,52,192
120804,52,26917
120805,52,19910
120806,52,19583
120807,52,24683
120808,52,18017
120809,52,12560
120810,52,32531
120811,52,21406
120812,52,8434
120813,52,36606
120814,52,30982
120815,52,7262
120816,52,8071
120817,52,26886
120818,55,15260
120819,55,26435
120820,55,23054
120821,55,19056
120822,55,26919
120823,55,23191
120824,55,2211
120825,55,31879
120826,54,17489
120827,54,29892
120828,54,12891
120829,54,3177
120830,57,20933
120831,57,18549
120832,57,17312
120833,57,2164
120834,57,13106
120835,57,17160
120836,57,19217
120837,56,22264
120838,56,30528
120839,56,1629
120840,56,15507
120841,56,11930
120842,56,14248
120843,56,24752
120844,56,4926
120845,56,21057
120846,15345,19760
120847,15345,34408
120848,15345,24076
120849,15345,28938
120850,15345,6696
120851,15345,4445
120852,15345,17283
120853,15345,27495
120854,51,34728
120855,51,32024
120856,51,37960
120857,51,1160
120858,51,5792
120859,51,24933
120860,51,37669
120861,51,13907
120862,51,12019
120863,51,26587
120864,51,9111
120865,51,16366
120866,51,338
120867,51,12382
120868,50,19621
120869,50,31759
120870,50,8958
120871,50,31262
120872,50,14039
120873,50,15213
120874,50,17898
120875,9999,4577
120876,9999,21789
120877,9998,24238
120878,9998,22525
120879,9998,6586
120880,9998,29804
120881,9998,37823
120882,53,11941
120883,53,15984
120884,53,34005
120885,53,14034
120886,53,21369
120887,53,14075
120888,53,28906
120889,53,13610
120890,53,22856
120891,53,38284
120892,53,13677
120893,53,29915
120894,53,23842
120895,53,35127
120896,53,34432
120897,9991,8472
120898,9991,29662
120899,9991,35656
120900,9991,14411
120901,9991,5246
120902,9991,976
120903,9991,36169
120904,9991,26757
120905,9991,1400
120906,9991,24897
120907,9991,10378
120908,9991,12874
120909,9991,23033
120910,9991,15080
120911,9991,3595
120912,9991,3724
120913,9991,7434
120914,9991,7298
120915,9991,25247
120916,9991,13294
120917,9991,18425
120918,9991,3248
120919,9990,17053
120920,9990,12430
120921,9990,19943
120922,9990,21072
120923,9990,18365
120924,9990,36572
120925,9990,1042
120926,9990,10298
120927,9990,547
120928,9990,15202
120929,9990,8926
120930,9990,18520
120931,9990,23713
120932,9990,34807
120933,9990,34158
120934,9990,3470
120935,9990,36604
120936,9990,28140
120937,9990,29044
120938,9990,34061
120939,9990,26251
120940,9990,10412
120941,9990,23776
120942,9990,24678
120943,9990,35647
120944,9990,19966
120945,9990,36035
120946,9990,9221
120947,9990,32303
120948,9990,33411
120949,9990,35101
120950,9993,7011
120951,9993,16691
120952,9993,28065
120953,9993,21526
120954,9993,17286
120955,9993,18236
120956,9993,24768
120957,2997,211
120958,2997,33376
120959,2997,34243
120960,2997,26130
120961,2997,30138
120962,2997,29918
120963,9995,34604
120964,9995,11332
120965,9995,31686
120966,9995,9628
120967,9995,9897
120968,9995,12785
120969,9995,29018
120970,9995,35422
120971,9995,8804
120972,9994,23178
120973,9997,22112
120974,9996,9306
120975,9996,17528
120976,9996,9027
120977,9996,15213
120978,9996,21135
120979,9996,2352
120980,9996,33244
120981,9996,9035
120982,9996,29046
120983,9996,31776
120984,9996,36689
120985,9996,6999
120986,9996,38269
120987,9996,5825
120988,9996,29581
120989,11036,2906
120990,11036,2141
120991,11036,33202
120992,11036,5502
120993,11036,14000
120994,11036,35410
120995,11036,37475
120996,11036,1473
120997,11036,33956
120998,11036,32464
120999,11036,30439
121000,11036,35572
121001,11036,30724
121002,11037,31432
121003,11037,35104
121004,11037,29547
121005,11037,22266
121006,14514,21157
121007,14514,30016
121008,14514,11433
121009,14514,1969
121010,14514,27338
121011,14514,18597
121012,14514,11170
121013,14514,4261
121014,14514,6881
121015,14514,4345
121016,14514,19539
121017,14514,6996
121018,11035,17708
121019,11035,16166
121020,11035,25564
121021,14512,14136
121022,14512,26487
121023,14512,15949
121024,14512,25115
121025,14512,26634
121026,14512,26149
121027,14512,24932
121028,14512,27258
121029,14512,36731
121030,14512,37868
121031,14512,22012
121032,14512,9824
121033,14512,34684
121034,11033,2914
121035,11033,17701
121036,11033,23642
121037,11033,20770
121038,11033,23518
121039,11033,11531
121040,11033,9385
121041,11033,36636
121042,11033,36423
121043,11033,32027
121044,11033,8836
121045,11030,36929
121046,11030,1958
121047,11030,9713
121048,11030,27855
121049,11031,8655
121050,11031,12513
121051,11031,34500
121052,11038,37839
121053,11038,2553
121054,11038,19876
121055,11038,10041
121056,11038,37391
121057,11038,12522
121058,11038,21896
121059,11038,29523
121060,11038,21506
121061,11038,7208
121062,11038,452
121063,11038,25039
121064,11038,16528
121065,14519,34361
121066,14519,9820
121067,14519,4073
121068,14519,29578
121069,14519,9635
121070,14519,24862
121071,14519,14630
121072,14519,14014
121073,429,34186
121074,429,26626
121075,429,25887
121076,429,579
121077,428,14593
121078,428,24237
121079,428,12009
121080,428,2816
121081,1399,31354
121082,1399,3424
121083,1399,2490
121084,1399,21824
121085,1399,32323
121086,1399,24291
121087,1399,952
121088,1399,30264
121089,1399,8420
121090,1398,3147
121091,1398,38153
121092,1398,33135
121093,1398,14169
121094,1397,7133
121095,1397,34186
121096,1397,25195
121097,420,13119
121098,420,19666
121099,420,2714
121100,1395,29500
121101,1395,33740
121102,1395,25055
121103,1395,3059
121104,1395,10621
121105,1395,31427
121106,1395,25646
121107,1395,33699
121108,1395,16818
121109,1395,25555
121110,1395,16987
121111,1395,8941
121112,1395,35276
121113,1395,2762
121114,1395,469
121115,1395,33231
121116,1395,20844
121117,1395,30552
121118,1395,540
121119,1395,4576
121120,1395,22108
121121,1395,21354
121122,1395,15076
121123,1395,25760
121124,1395,24321
121125,1395,27228
121126,1395,34963
121127,1395,29079
121128,1395,34887
121129,1395,20474
121130,1395,27633
121131,1395,37073
121132,1395,21662
121133,1395,11170
121134,1395,17556
121135,1395,2578
121136,1395,18406
121137,1395,33161
121138,1395,4886
121139,1395,34072
121140,1395,750
121141,1395,7865
121142,1395,34859
121143,1395,33552
121144,1395,31798
121145,422,19166
121146,422,13329
121147,422,35432
121148,422,11359
121149,422,1947
121150,422,2484
121151,422,38009
121152,422,22346
121153,422,13542
121154,422,37240
121155,422,31023
121156,422,18888
121157,422,11328
121158,422,25476
121159,422,1167
121160,422,2257
121161,1393,3711
121162,1393,2932
121163,1393,7406
121164,1393,34860
121165,1393,26643
121166,1393,19286
121167,1393,27207
121168,1392,15177
121169,1392,10015
121170,1392,29694
121171,1392,32372
121172,1392,24209
121173,1392,11971
121174,1392,2479
121175,1392,25586
121176,1392,12486
121177,1392,34855
121178,1392,35088
121179,1392,8861
121180,1392,20431
121181,427,14100
121182,427,33244
121183,427,1103
121184,1390,18726
121185,1390,20048
121186,1390,15675
121187,1390,23764
121188,854,31669
121189,854,12275
121190,854,30360
121191,854,14086
121192,854,26934
121193,854,17508
121194,855,19671
121195,855,1651
121196,855,37211
121197,855,24897
121198,855,4848
121199,855,3397
121200,855,54
121201,855,10623
121202,855,32509
121203,855,2583
121204,9770,19181
121205,9770,7198
121206,530,15481
121207,856,10195
121208,856,24027
121209,856,10149
121210,856,34710
121211,856,37667
121212,4493,9638
121213,4493,25336
121214,4493,256
121215,4493,12053
121216,3451,31799
121217,3451,26435
121218,3451,9554
121219,6413,1611
121220,6413,3494
121221,6413,20496
121222,6413,19246
121223,6413,15018
121224,6413,28016
121225,6413,1071
121226,6413,4372
121227,6413,8910
121228,6413,5621
121229,6413,37966
121230,6413,31908
121231,6413,3641
121232,6413,10138
121233,6413,31351
121234,6413,19268
121235,3456,2408
121236,3456,24227
121237,3456,20032
121238,3456,38055
121239,4910,16798
121240,4910,30313
121241,4910,17790
121242,4910,10207
121243,4910,3784
121244,4910,2927
121245,4910,25762
121246,4910,17619
121247,4910,34474
121248,4910,13975
121249,851,36634
121250,851,34226
121251,851,10940
121252,851,27842
121253,851,27493
121254,851,23277
121255,11359,8419
121256,11359,25243
121257,11359,23635
121258,11359,32296
121259,11359,33530
121260,11359,8086
121261,11358,24941
121262,11358,12293
121263,11358,27563
121264,11358,34974
121265,11358,21518
121266,11358,17344
121267,11358,25395
121268,11358,33575
121269,11358,6789
121270,852,28709
121271,852,12622
121272,852,38287
121273,852,7517
121274,852,24205
121275,852,5502
121276,852,33635
121277,852,32537
121278,11353,33411
121279,11353,34545
121280,11353,8205
121281,11352,35959
121282,11352,1409
121283,11352,30760
121284,11352,31704
121285,11352,20661
121286,11351,14975
121287,11351,11463
121288,11351,12290
121289,11351,11637
121290,11351,14467
121291,11351,37359
121292,11351,22315
121293,11351,29463
121294,11351,8260
121295,11351,23696
121296,11351,3091
121297,11351,13337
121298,11351,2820
121299,11351,34166
121300,11350,131
121301,11350,21302
121302,11350,2164
121303,11350,10302
121304,11350,17862
121305,11350,29293
121306,11350,34377
121307,11350,34011
121308,11357,19967
121309,11357,18472
121310,11357,9626
121311,11357,21771
121312,11356,23142
121313,11355,24221
121314,11355,14321
121315,11355,27073
121316,11354,7627
121317,11354,20441
121318,11354,5214
121319,11354,28648
121320,11354,23584
121321,6412,367
121322,6412,10611
121323,6412,4013
121324,6412,11005
121325,6412,30512
121326,6412,4406
121327,6412,31611
121328,6412,6562
121329,6412,17132
121330,16021,21672
121331,16021,787
121332,16021,14597
121333,16021,3785
121334,16021,34117
121335,16021,18861
121336,16021,9243
121337,16021,26281
121338,16021,33028
121339,16021,28220
121340,16021,35785
121341,16021,4732
121342,1422,6429
121343,1422,10754
121344,1422,29853
121345,1422,31899
121346,1422,31080
121347,1422,30140
121348,1422,30776
121349,1422,19154
121350,1422,28970
121351,1422,14715
121352,1422,10732
121353,7232,5520
121354,7232,13034
121355,1137,13234
121356,1137,25545
121357,1137,8931
121358,1137,19377
121359,1137,25163
121360,1425,26302
121361,1425,12558
121362,1425,7003
121363,1425,16908
121364,1425,12816
121365,1425,15362
121366,1425,22332
121367,1425,29550
121368,1425,4284
121369,1425,12906
121370,7160,6771
121371,7160,22005
121372,7160,23165
121373,7160,21381
121374,7160,29930
121375,7160,4502
121376,7160,29713
121377,3474,4707
121378,3474,20805
121379,3474,5418
121380,3474,34786
121381,3474,20799
121382,3474,37508
121383,3474,4667
121384,3474,21573
121385,8258,38044
121386,12086,24083
121387,12086,28787
121388,12086,1558
121389,12086,15418
121390,12086,2627
121391,12086,27061
121392,12086,1344
121393,12086,9340
121394,7233,14629
121395,7233,35865
121396,7233,22932
121397,7233,21391
121398,7233,24429
121399,4714,18322
121400,4714,22465
121401,4714,28888
121402,1424,9592
121403,2331,20784
121404,2331,9075
121405,13671,33330
121406,13671,38221
121407,13671,30161
121408,4716,31830
121409,4716,27698
121410,4716,31002
121411,4717,2604
121412,4717,9685
121413,4717,24262
121414,4717,7005
121415,4717,33010
121416,4717,26211
121417,4717,35340
121418,4717,23358
121419,4717,4687
121420,4717,8582
121421,4717,5729
121422,4717,7989
121423,2334,21662
121424,2334,21881
121425,2334,35084
121426,2334,23621
121427,2334,21552
121428,2334,26714
121429,2334,12676
121430,2334,2984
121431,2334,30281
121432,2334,16547
121433,2334,4186
121434,2335,29460
121435,2335,36833
121436,2335,17086
121437,2335,26441
121438,2335,32973
121439,2335,1522
121440,2335,34197
121441,2335,29377
121442,2335,10754
121443,2335,9761
121444,2335,1473
121445,2335,31944
121446,2335,30924
121447,2335,644
121448,2335,33330
121449,2335,19714
121450,2335,12490
121451,2335,21512
121452,2335,22831
121453,2335,25662
121454,2335,24640
121455,2335,9999
121456,2335,28566
121457,2335,26628
121458,2336,6965
121459,2336,25731
121460,2336,11597
121461,2336,11653
121462,2336,27546
121463,2336,26217
121464,2336,17616
121465,2336,23035
121466,3476,20568
121467,3476,13950
121468,3476,2247
121469,3476,27870
121470,3476,65
121471,3476,4981
121472,3476,12232
121473,2337,32615
121474,14232,14206
121475,14232,25940
121476,14232,3685
121477,6698,4361
121478,6698,37171
121479,6698,8689
121480,6698,5101
121481,6698,25144
121482,6698,15270
121483,6698,21168
121484,6698,32392
121485,6698,26942
121486,6698,6534
121487,6693,10623
121488,6693,15517
121489,6693,15183
121490,6693,6076
121491,6693,142
121492,6693,16452
121493,6693,37939
121494,6693,28567
121495,6693,16472
121496,6693,8865
121497,6693,26184
121498,6693,29684
121499,6692,29374
121500,6692,20062
121501,6692,24126
121502,6692,32566
121503,6692,2562
121504,6691,32754
121505,6691,5138
121506,6691,13240
121507,6691,978
121508,6691,23332
121509,6691,11247
121510,6690,11860
121511,6690,12122
121512,6690,13329
121513,6690,17922
121514,6690,31223
121515,6690,18903
121516,6690,912
121517,6690,35913
121518,6690,9349
121519,6690,7292
121520,6690,4378
121521,6690,5498
121522,6690,10307
121523,6690,10954
121524,6697,4518
121525,6697,11437
121526,6697,36011
121527,6697,3724
121528,6697,7428
121529,6697,28567
121530,6697,21685
121531,6697,19698
121532,6697,30894
121533,6697,34402
121534,6697,12928
121535,6697,36699
121536,6697,21878
121537,6697,15549
121538,6697,885
121539,6696,4774
121540,6695,26956
121541,6695,32543
121542,6695,31666
121543,6695,28786
121544,6695,7695
121545,6695,27515
121546,6695,8510
121547,6695,4371
121548,6695,5801
121549,6695,28936
121550,6695,31289
121551,6695,36098
121552,6694,13591
121553,6694,19149
121554,1426,34197
121555,1426,36231
121556,1426,32059
121557,1426,22991
121558,1426,32250
121559,1426,30496
121560,1426,15883
121561,1426,15796
121562,1426,30340
121563,1426,23640
121564,1426,28618
121565,1426,35164
121566,1426,37974
121567,1426,33201
121568,1426,24799
121569,2439,21973
121570,2439,1820
121571,2439,18397
121572,2439,18319
121573,2439,29136
121574,2439,6276
121575,2439,36522
121576,2439,32332
121577,2439,16548
121578,2439,37569
121579,2438,15213
121580,2438,26130
121581,2438,37297
121582,2438,12893
121583,2438,31602
121584,2438,30728
121585,2433,681
121586,2433,5534
121587,2433,29718
121588,2433,21225
121589,2433,28641
121590,2433,11350
121591,2432,21690
121592,2432,1203
121593,2432,19168
121594,2432,29984
121595,2432,36044
121596,2431,11849
121597,2430,579
121598,2430,21850
121599,2437,33633
121600,2437,4371
121601,2437,20650
121602,2437,9371
121603,2437,13343
121604,2437,2448
121605,2437,27470
121606,2437,23437
121607,2436,16135
121608,2436,27792
121609,2436,18496
121610,2436,20628
121611,2436,23851
121612,2436,1577
121613,2436,19846
121614,2436,26573
121615,2436,13086
121616,2436,13267
121617,2436,21720
121618,2436,3025
121619,2436,8904
121620,2436,37702
121621,2436,9521
121622,2436,15154
121623,2436,11756
121624,2436,7998
121625,2436,22434
121626,2436,2699
121627,2436,11738
121628,2436,27100
121629,2436,24086
121630,2435,624
121631,2435,17011
121632,2435,18950
121633,2435,7444
121634,2435,22135
121635,2435,8918
121636,13628,34394
121637,13628,11221
121638,13628,23799
121639,13628,23930
121640,13628,6476
121641,16820,11549
121642,16820,7249
121643,16820,10088
121644,16820,11512
121645,16820,9214
121646,16820,2137
121647,16820,10291
121648,16820,27964
121649,16821,4355
121650,16821,9297
121651,16821,37869
121652,16821,22588
121653,16821,32176
121654,16821,18295
121655,16821,25159
121656,16821,10226
121657,16821,38249
121658,16821,30147
121659,16821,13985
121660,16821,32876
121661,16822,18566
121662,16822,37418
121663,16823,6829
121664,16823,31243
121665,16823,19372
121666,16352,25906
121667,16352,8753
121668,16352,3587
121669,16353,18076
121670,16353,32434
121671,16353,9813
121672,16353,29653
121673,16353,8317
121674,16353,21128
121675,16353,32421
121676,16353,26154
121677,16353,25535
121678,16353,21861
121679,16353,7177
121680,16353,33838
121681,16350,27130
121682,16350,28518
121683,16350,2177
121684,16350,888
121685,16350,3390
121686,16350,5430
121687,16827,35380
121688,16827,33741
121689,16827,8374
121690,16827,10850
121691,16827,27028
121692,16827,36057
121693,7830,3397
121694,7830,38171
121695,7830,23438
121696,7830,24907
121697,7830,37803
121698,7830,697
121699,7830,27860
121700,7830,7158
121701,7831,978
121702,7831,35180
121703,7832,10619
121704,7832,11922
121705,7832,12546
121706,7832,23771
121707,7832,37147
121708,7833,4690
121709,7833,27615
121710,7833,27200
121711,7834,4527
121712,7834,20686
121713,7834,14136
121714,7834,11883
121715,7834,7311
121716,7835,22154
121717,16358,16637
121718,16358,21902
121719,7837,5557
121720,7837,21088
121721,7837,25546
121722,7837,16835
121723,7837,6576
121724,7837,27444
121725,7837,5293
121726,7837,37071
121727,7837,10417
121728,7837,35493
121729,7837,31169
121730,7837,19194
121731,7837,13113
121732,7837,28258
121733,7837,9626
121734,7837,24039
121735,7837,27935
121736,7837,24952
121737,7837,11351
121738,7837,2052
121739,7837,27267
121740,7837,5525
121741,7837,34134
121742,7837,26552
121743,7837,14282
121744,7837,22323
121745,7837,2215
121746,7837,31116
121747,7837,10353
121748,7837,17355
121749,7837,29681
121750,7837,2218
121751,7837,1965
121752,7837,36041
121753,7837,14974
121754,12110,26612
121755,12110,31088
121756,12110,36805
121757,12110,2539
121758,6340,31936
121759,6340,4390
121760,6340,762
121761,6340,14915
121762,6340,21610
121763,6340,16412
121764,6340,2082
121765,6340,14400
121766,6340,7008
121767,6340,22765
121768,6340,8684
121769,6340,8725
121770,6340,36075
121771,6340,12808
121772,6340,8486
121773,12112,5784
121774,12112,10232
121775,12112,18793
121776,12112,8984
121777,12112,5293
121778,12112,32207
121779,12112,12749
121780,12112,13735
121781,12113,26112
121782,12113,35352
121783,12113,27922
121784,12113,15170
121785,12113,2670
121786,12113,32023
121787,12113,13775
121788,12113,4451
121789,12113,11483
121790,12114,6520
121791,6344,26049
121792,6344,7045
121793,6344,18549
121794,6344,5528
121795,6344,18790
121796,6344,516
121797,6344,23898
121798,6344,33183
121799,6344,9474
121800,6344,36558
121801,6344,34060
121802,6344,29578
121803,6344,34147
121804,6344,31089
121805,6344,24162
121806,6344,2120
121807,6344,16972
121808,6344,2036
121809,6344,20872
121810,6344,25698
121811,6344,24768
121812,6344,21427
121813,6344,38258
121814,6344,6225
121815,6344,37608
121816,6344,16625
121817,12116,13570
121818,12116,31186
121819,12116,24309
121820,12117,37917
121821,12117,10764
121822,12117,5669
121823,12117,9168
121824,12117,8407
121825,12117,13025
121826,12118,34278
121827,12118,13865
121828,6348,10849
121829,6348,7265
121830,6348,27505
121831,6348,12930
121832,6348,3983
121833,6348,30016
121834,6348,35885
121835,17199,21517
121836,17199,34816
121837,17199,14494
121838,17199,29453
121839,17199,1573
121840,17199,32973
121841,17199,24773
121842,17199,29961
121843,17198,24126
121844,17198,17285
121845,17198,6301
121846,17198,4926
121847,17198,5570
121848,17197,12191
121849,17196,37867
121850,17196,9720
121851,17196,13029
121852,17196,10421
121853,17195,14922
121854,17195,34288
121855,17195,16497
121856,17195,2762
121857,17195,9693
121858,17195,37966
121859,17195,28996
121860,17194,2336
121861,17194,36585
121862,17194,16562
121863,17194,21437
121864,17194,21367
121865,17193,25058
121866,17193,1565
121867,17193,15372
121868,17193,6339
121869,17193,22991
121870,17193,26053
121871,17192,23708
121872,17192,19550
121873,17192,29987
121874,17192,24103
121875,17192,31056
121876,17192,32588
121877,17192,16852
121878,17192,38331
121879,17191,10766
121880,17191,8759
121881,17191,35417
121882,17191,13015
121883,17191,30108
121884,17191,6948
121885,17191,31948
121886,17191,34781
121887,17191,10319
121888,17191,35269
121889,17191,6141
121890,17191,11738
121891,17191,32788
121892,17191,22969
121893,17191,25485
121894,17190,31566
121895,17190,1063
121896,17190,30654
121897,17190,22346
121898,9601,2438
121899,9601,17217
121900,9601,9478
121901,9601,38007
121902,9601,3455
121903,9601,7644
121904,9601,6228
121905,9601,5066
121906,9601,4489
121907,9601,26676
121908,9601,21680
121909,9601,9394
121910,9601,11700
121911,9601,5200
121912,9601,15431
121913,9601,28582
121914,9600,18924
121915,9600,36273
121916,9600,16194
121917,9600,27405
121918,9600,24000
121919,9600,9961
121920,9600,18290
121921,9600,22459
121922,9600,17397
121923,9600,25937
121924,9600,36652
121925,9600,6300
121926,9600,37288
121927,9600,26537
121928,9600,28906
121929,9600,31982
121930,9600,38001
121931,9600,18233
121932,9600,18015
121933,9600,28466
121934,9351,19681
121935,9351,13887
121936,9351,15006
121937,9351,22732
121938,9351,19382
121939,9351,34710
121940,9351,23652
121941,9351,10337
121942,9602,21198
121943,9602,5900
121944,9602,11185
121945,9602,5301
121946,9602,8034
121947,9602,35884
121948,9605,14710
121949,9605,346
121950,9605,32163
121951,9605,34972
121952,9605,25379
121953,9605,29322
121954,9605,30667
121955,9605,4543
121956,9605,11083
121957,9605,20596
121958,9605,18608
121959,9605,32613
121960,9605,8478
121961,9605,19157
121962,9605,32112
121963,9605,7030
121964,9605,26376
121965,9604,31762
121966,9604,16618
121967,9604,35427
121968,9604,31721
121969,9604,23635
121970,9604,14316
121971,9604,11463
121972,9604,1424
121973,9604,11580
121974,9604,35450
121975,9604,32105
121976,9604,31261
121977,9604,18603
121978,9604,28772
121979,9604,35615
121980,9355,4926
121981,9355,26410
121982,9355,26308
121983,9355,3133
121984,9355,31666
121985,9355,7034
121986,9355,23504
121987,9355,4085
121988,9355,10831
121989,9355,37516
121990,9355,12348
121991,9355,4711
121992,9355,8648
121993,9355,6926
121994,9355,36636
121995,9355,33346
121996,9355,21647
121997,9355,681
121998,9355,25416
121999,9355,13733
122000,9355,18339
122001,9355,14639
122002,9355,3198
122003,9355,35309
122004,9355,34703
122005,9355,30909
122006,9355,12544
122007,9355,20346
122008,9355,28137
122009,9355,3757
122010,9355,3740
122011,9355,7699
122012,9355,25840
122013,9355,29718
122014,9355,31678
122015,9355,31496
122016,9355,37575
122017,9355,15775
122018,9355,11099
122019,9355,19999
122020,9355,10794
122021,9355,28988
122022,9355,35038
122023,9355,2111
122024,9355,4136
122025,9355,1918
122026,9355,11952
122027,9354,12731
122028,9354,17967
122029,9354,6691
122030,9354,24825
122031,9354,24784
